,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,own_goals,opta_index,value,transfers_balance,selected,transfers_in,transfers_out
2111,164,29,15,5,True,2024-04-21T15:00:00Z,1,0,4,78,0,0,1,0,0,0,0,0,0,2,0,0.000000,65,448,1411,709,261
2112,164,39,14,13,False,2024-04-28T15:00:00Z,2,2,5,66,1,1,1,0,0,0,0,0,0,2,0,0.000000,65,92,1544,227,135
2113,164,45,4,2,True,2024-05-05T15:00:00Z,1,1,6,77,0,0,0,1,0,0,0,0,0,0,0,0.000000,66,1486,3129,1641,155
2114,164,51,1,2,True,2024-05-12T12:30:00Z,2,4,7,90,0,0,0,4,0,0,0,0,0,0,0,0.000000,66,203,3343,359,156
2115,164,61,5,2,False,2024-05-16T16:00:00Z,1,0,8,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,66,-64,3299,199,263
2116,164,68,2,10,True,2024-05-20T15:00:00Z,2,2,9,79,1,0,0,2,0,0,0,0,0,3,0,0.000000,66,-269,3029,59,328
2117,164,78,11,2,False,2024-05-26T15:00:00Z,2,1,10,86,0,0,0,2,0,0,0,0,0,0,0,0.000000,66,317,3760,374,57
2118,164,82,2,5,False,2024-05-29T17:00:00Z,2,1,10,84,0,1,0,1,0,0,0,0,0,0,0,0.000000,66,317,3760,374,57
2119,164,89,13,2,True,2024-06-02T15:00:00Z,3,1,11,69,0,0,1,0,0,0,1,0,0,0,0,0.000000,66,89,3479,194,105
2120,164,96,10,4,False,2024-06-28T17:00:00Z,1,1,12,54,0,1,0,0,0,0,0,0,0,0,0,0.000000,66,-81,3395,129,210
2121,164,105,3,16,True,2024-07-08T17:00:00Z,3,1,13,82,1,2,0,1,0,0,0,0,0,3,0,0.000000,66,14,3430,215,201
2122,164,114,16,2,False,2024-07-13T15:00:00Z,2,0,14,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,66,677,4149,771,94
2123,164,130,15,2,False,2024-07-28T15:00:00Z,0,0,16,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,67,760,5596,998,238
2124,164,135,8,2,True,2024-08-04T15:00:00Z,2,1,17,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,68,247,5859,419,172
2125,164,159,12,3,False,2024-08-25T15:00:00Z,1,0,20,64,0,0,1,0,0,0,0,0,0,0,0,0.000000,67,391,5010,649,258
2126,164,165,5,2,True,2024-09-01T15:00:00Z,2,2,21,72,0,0,0,1,0,0,0,0,0,0,0,0.000000,67,461,5474,840,379
2127,164,175,13,1,False,2024-09-15T15:00:00Z,0,2,22,55,0,0,0,0,0,0,0,0,0,0,0,0.000000,67,623,6871,897,274
2128,164,149,9,0,True,2024-09-18T16:00:00Z,0,4,22,15,0,0,0,0,0,0,1,0,0,0,0,0.000000,67,623,6871,897,274
2129,164,181,10,3,True,2024-09-22T15:00:00Z,0,0,23,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,67,-281,5807,126,407
2130,164,185,1,1,False,2024-09-29T15:00:00Z,4,0,24,58,0,0,0,3,0,0,0,0,0,0,0,0.000000,67,10,5827,252,242
2131,164,122,12,2,True,2024-10-05T13:00:00Z,2,1,24,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,67,10,5827,252,242
2132,164,196,14,3,True,2024-10-20T15:00:00Z,0,0,25,60,0,0,1,0,0,0,0,0,0,0,0,0.000000,67,-721,5083,24,745
2133,164,203,4,0,False,2024-10-27T16:00:00Z,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,66,-420,4678,8,428
2134,164,209,3,5,False,2024-11-03T16:00:00Z,1,1,27,45,1,0,0,0,0,0,1,0,0,0,0,0.000000,65,-402,4257,8,410
2135,164,221,16,0,True,2024-11-10T16:00:00Z,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,65,-556,3689,2,558
2136,164,226,6,7,False,2024-11-23T16:00:00Z,1,2,29,73,0,1,1,0,0,0,0,0,0,1,0,0.000000,64,-133,3552,15,148
2137,164,237,11,1,True,2024-12-01T16:00:00Z,0,4,30,59,0,0,0,2,0,0,0,0,0,0,0,0.000000,64,-74,3450,7,81
2138,249,1,5,0,True,2024-03-31T16:00:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,0,761,0,0
2139,249,13,13,0,False,2024-04-07T15:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,1,830,17,16
2140,249,19,12,0,True,2024-04-14T15:00:00Z,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-8,822,6,14
2141,249,25,9,0,False,2024-04-17T16:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-8,822,6,14
2142,249,27,2,0,False,2024-04-21T15:00:00Z,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,30,860,48,18
2143,249,41,16,1,True,2024-04-28T17:15:00Z,3,3,5,90,0,0,0,3,0,0,0,0,2,0,0,0.000000,40,284,1151,309,25
2144,249,46,3,1,True,2024-05-05T15:00:00Z,0,2,6,90,0,0,0,2,0,0,0,0,2,0,0,0.000000,40,507,1676,563,56
2145,249,56,15,0,False,2024-05-12T15:00:00Z,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,222,1908,243,21
2146,249,62,9,0,True,2024-05-16T16:00:00Z,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,130,2049,163,33
2147,249,67,6,0,False,2024-05-20T15:00:00Z,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,112,2167,128,16
2148,249,77,8,0,True,2024-05-26T15:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,58,2045,87,29
2149,249,90,14,0,False,2024-06-02T15:00:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,18,2260,53,35
2150,249,96,7,0,True,2024-06-28T17:00:00Z,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,40,-373,1877,20,393
2151,249,107,11,0,False,2024-07-07T17:15:00Z,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,31,1934,48,17
2152,249,112,4,0,True,2024-07-13T15:00:00Z,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,11,1946,26,15
2153,249,117,1,0,False,2024-07-19T17:00:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,19,1936,47,28
2154,249,128,14,0,True,2024-07-28T15:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-39,1926,117,156
2155,249,142,13,0,True,2024-08-11T15:00:00Z,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-43,1878,23,66
2156,249,147,4,1,False,2024-08-18T15:00:00Z,1,0,19,45,0,0,0,1,0,0,0,0,1,0,0,0.000000,39,14,1838,61,47
2157,249,158,11,0,True,2024-08-25T17:15:00Z,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,67,1968,145,78
2158,249,162,3,0,False,2024-08-31T16:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,161,2128,256,95
2159,249,173,15,0,True,2024-09-15T12:30:00Z,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,47,1981,124,77
2160,249,181,7,0,False,2024-09-22T15:00:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,47,2228,122,75
2161,249,189,6,0,True,2024-09-29T15:00:00Z,1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,21,2250,47,26
2162,249,200,16,0,False,2024-10-20T15:00:00Z,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,41,2304,61,20
2163,249,205,8,0,False,2024-10-27T16:00:00Z,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-3,2301,9,12
2164,249,213,2,0,True,2024-11-03T16:00:00Z,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,-11,2276,5,16
2165,249,222,12,0,False,2024-11-10T16:00:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,1,2277,13,12
2166,249,229,1,0,True,2024-11-23T16:00:00Z,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,7,2270,18,11
2167,249,236,5,0,False,2024-12-01T16:00:00Z,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,39,11,2225,31,20
2168,180,3,8,2,False,2024-04-01T15:00:00Z,2,3,1,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,0,599,0,0
2169,180,10,6,1,True,2024-04-07T12:30:00Z,1,1,2,90,0,0,0,1,0,0,1,0,0,0,0,0.000000,45,-26,627,38,64
2170,180,18,9,2,False,2024-04-14T15:00:00Z,2,0,3,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,45,-63,566,15,78
2171,180,29,15,3,True,2024-04-21T15:00:00Z,1,0,4,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,44,10,581,95,85
2172,180,39,14,1,False,2024-04-28T15:00:00Z,2,2,5,90,0,0,0,2,0,0,1,0,0,0,0,0.000000,44,134,719,221,87
2173,180,45,4,2,True,2024-05-05T15:00:00Z,1,1,6,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,44,19,736,93,74
2174,180,51,1,1,True,2024-05-12T12:30:00Z,2,4,7,90,0,0,0,4,0,0,1,0,0,0,0,0.000000,44,-43,698,13,56
2175,180,61,5,2,False,2024-05-16T16:00:00Z,1,0,8,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,44,-38,660,27,65
2176,180,68,2,9,True,2024-05-20T15:00:00Z,2,2,9,90,1,0,0,2,0,0,0,0,0,2,0,0.000000,43,-5,657,32,37
2177,180,78,11,2,False,2024-05-26T15:00:00Z,2,1,10,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,77,669,106,29
2178,180,82,2,2,False,2024-05-29T17:00:00Z,2,1,10,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,77,669,106,29
2179,180,89,13,2,True,2024-06-02T15:00:00Z,3,1,11,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,10,749,38,28
2180,180,96,10,2,False,2024-06-28T17:00:00Z,1,1,12,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,6,751,45,39
2181,180,105,3,2,True,2024-07-08T17:00:00Z,3,1,13,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,43,-28,732,24,52
2182,180,114,16,2,False,2024-07-13T15:00:00Z,2,0,14,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,43,-21,712,6,27
2183,180,130,15,0,False,2024-07-28T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-128,493,0,128
2184,180,135,8,0,True,2024-08-04T15:00:00Z,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-54,440,0,54
2185,180,159,12,0,False,2024-08-25T15:00:00Z,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-13,385,0,13
2186,180,165,5,0,True,2024-09-01T15:00:00Z,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-11,373,0,11
2187,180,175,13,0,False,2024-09-15T15:00:00Z,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-3,369,0,3
2188,180,149,9,0,True,2024-09-18T16:00:00Z,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-3,369,0,3
2189,180,181,10,0,True,2024-09-22T15:00:00Z,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-3,368,0,3
2190,180,185,1,0,False,2024-09-29T15:00:00Z,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-4,364,0,4
2191,180,122,12,0,True,2024-10-05T13:00:00Z,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-4,364,0,4
2192,180,196,14,0,True,2024-10-20T15:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-1,363,0,1
2193,180,203,4,0,False,2024-10-27T16:00:00Z,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-1,362,0,1
2194,180,209,3,0,False,2024-11-03T16:00:00Z,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-2,360,0,2
2195,180,221,16,0,True,2024-11-10T16:00:00Z,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-1,359,0,1
2196,180,226,6,0,False,2024-11-23T16:00:00Z,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-1,358,0,1
2197,180,237,11,0,True,2024-12-01T16:00:00Z,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,42,-1,356,0,1
2198,296,5,11,0,False,2024-04-01T15:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,0,868,0,0
2199,296,19,10,0,False,2024-04-14T15:00:00Z,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-66,671,6,72
2200,296,30,8,0,True,2024-04-21T15:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-45,629,14,59
2201,296,35,3,0,False,2024-04-28T15:00:00Z,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,79,-40,589,3,43
2202,296,47,9,4,True,2024-05-05T15:00:00Z,3,1,6,14,0,1,0,0,0,0,0,0,0,0,0,0.000000,79,-20,569,9,29
2203,296,54,13,7,True,2024-05-12T15:00:00Z,4,1,7,28,1,0,0,0,0,0,0,0,0,1,0,0.000000,79,350,926,372,22
2204,296,59,2,1,False,2024-05-16T16:00:00Z,2,1,8,28,0,0,0,0,0,0,0,0,0,0,0,0.000000,79,105,1025,173,68
2205,296,71,16,1,True,2024-05-20T15:00:00Z,0,3,9,33,0,0,0,1,0,0,0,0,0,0,0,0.000000,79,12,1038,79,67
2206,296,76,5,5,False,2024-05-26T15:00:00Z,2,1,10,74,0,1,0,1,0,0,0,0,0,0,0,0.000000,79,57,1163,102,45
2207,296,84,1,2,False,2024-05-29T17:00:00Z,1,1,10,74,0,0,0,1,0,0,0,0,0,0,0,0.000000,79,57,1163,102,45
2208,296,88,6,2,False,2024-06-02T15:00:00Z,3,3,11,76,0,0,0,2,0,0,0,0,0,0,0,0.000000,79,312,1413,332,20
2209,296,93,4,0,True,2024-06-27T17:00:00Z,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-84,1329,612,696
2210,296,100,15,0,True,2024-07-03T17:00:00Z,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-84,1329,612,696
2211,296,108,14,0,False,2024-07-08T17:00:00Z,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-511,811,0,511
2212,296,113,1,0,True,2024-07-13T15:00:00Z,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-107,704,0,107
2213,296,129,5,0,True,2024-07-28T15:00:00Z,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-24,644,0,24
2214,296,137,13,0,False,2024-08-04T15:00:00Z,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-12,632,0,12
2215,296,143,14,0,True,2024-08-09T17:00:00Z,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-8,624,0,8
2216,296,159,7,0,True,2024-08-25T15:00:00Z,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-14,601,0,14
2217,296,163,4,0,False,2024-09-01T15:00:00Z,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-5,597,0,5
2218,296,174,2,0,True,2024-09-15T15:00:00Z,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-8,589,0,8
2219,296,184,15,0,False,2024-09-22T15:00:00Z,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-6,583,0,6
2220,296,190,11,0,True,2024-09-29T17:15:00Z,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-3,580,0,3
2221,296,122,7,0,False,2024-10-05T13:00:00Z,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-3,580,0,3
2222,296,197,9,0,False,2024-10-19T14:00:00Z,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-3,577,0,3
2223,296,206,6,0,True,2024-10-27T16:00:00Z,2,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-3,574,0,3
2224,296,216,16,0,False,2024-11-02T17:00:00Z,3,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-1,572,0,1
2225,296,222,10,0,True,2024-11-10T16:00:00Z,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,0,573,0,0
2226,296,227,8,0,False,2024-11-23T16:00:00Z,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,0,573,0,0
2227,296,238,3,0,True,2024-12-01T16:00:00Z,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,80,-1,572,0,1
2228,367,6,2,11,True,2024-04-01T15:00:00Z,2,4,1,53,2,0,0,2,0,0,0,0,0,2,0,0.000000,70,0,1716,0,0
2229,367,21,5,2,True,2024-04-14T15:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,72,1804,6871,1931,127
2230,367,29,7,2,False,2024-04-21T15:00:00Z,1,0,4,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,72,352,7208,950,598
2231,367,40,13,2,True,2024-04-28T15:00:00Z,0,3,5,90,0,0,0,3,0,0,0,0,0,0,0,0.000000,72,-275,6980,425,700
2232,367,49,16,2,False,2024-05-05T17:15:00Z,2,1,6,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,72,-808,6186,92,900
2233,367,56,10,1,True,2024-05-12T15:00:00Z,4,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0.000000,71,-352,5857,102,454
2234,367,58,1,2,False,2024-05-16T16:00:00Z,4,0,8,69,0,0,0,3,0,0,0,0,0,0,0,0.000000,71,-622,5237,35,657
2235,367,73,11,0,True,2024-05-20T17:15:00Z,3,2,9,45,0,0,0,0,0,0,1,0,0,0,0,0.000000,70,-231,5008,127,358
2236,367,75,3,2,False,2024-05-25T16:00:00Z,0,0,10,90,0,0,1,0,0,0,0,0,0,0,0,0.000000,70,-50,5114,209,259
2237,367,83,3,13,True,2024-05-29T17:00:00Z,3,0,10,90,2,0,1,0,0,0,0,0,0,3,0,0.000000,70,-50,5114,209,259
2238,367,91,8,1,True,2024-06-02T15:00:00Z,1,2,11,35,0,0,0,0,0,0,0,0,0,0,0,0.000000,70,981,5982,1088,107
2239,367,98,9,2,True,2024-06-28T19:15:00Z,0,2,12,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,71,1161,7270,1286,125
2240,367,100,12,11,False,2024-07-03T17:00:00Z,1,2,12,90,1,1,0,1,0,0,0,0,0,2,0,0.000000,71,1161,7270,1286,125
2241,367,102,4,1,False,2024-07-07T15:00:00Z,0,0,13,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,72,1359,8526,1447,88
2242,367,116,6,4,True,2024-07-13T20:00:00Z,1,2,14,90,0,1,0,2,0,0,1,0,0,0,0,0.000000,73,1015,9571,1093,78
2243,367,119,14,8,False,2024-07-21T12:30:00Z,0,1,15,90,1,0,1,0,0,0,0,0,0,2,0,0.000000,74,707,10282,954,247
2244,367,130,7,0,True,2024-07-28T15:00:00Z,0,0,16,90,0,0,1,0,0,1,0,0,0,0,0,0.000000,75,2490,12884,2672,182
2245,367,136,11,2,False,2024-08-04T17:15:00Z,1,0,17,90,0,0,0,1,0,0,0,0,0,0,0,0.000000,76,76,12853,590,514
2246,367,148,6,4,False,2024-08-18T15:00:00Z,0,1,19,31,0,1,0,0,0,0,0,0,0,0,0,0.000000,75,300,11609,888,588
2247,367,156,8,1,False,2024-08-25T12:30:00Z,0,1,20,90,0,0,1,0,0,0,1,0,0,0,0,0.000000,76,488,12685,950,462
2248,367,168,16,0,True,2024-09-01T15:00:00Z,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,76,-2523,10118,142,2665
2249,367,173,10,2,False,2024-09-15T12:30:00Z,1,0,22,76,0,0,0,1,0,0,0,0,0,0,0,0.000000,75,-818,8620,242,1060
2250,367,184,12,12,True,2024-09-22T15:00:00Z,3,0,23,80,1,1,1,0,0,0,0,0,0,3,0,0.000000,75,-174,9190,313,487
2251,367,188,9,2,False,2024-09-28T12:00:00Z,5,3,24,78,0,0,0,4,0,0,0,0,0,0,0,0.000000,75,-73,9105,320,393
2252,367,199,1,1,True,2024-10-19T16:00:00Z,0,0,25,18,0,0,0,0,0,0,0,0,0,0,0,0.000000,75,-4,9115,307,311
2253,367,202,2,0,False,2024-10-27T18:15:00Z,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,75,-47,9082,227,274
2254,367,215,4,9,True,2024-11-03T16:00:00Z,3,3,27,83,1,1,0,2,0,0,0,0,0,0,0,0.000000,74,-789,8230,57,846
2255,367,220,5,2,False,2024-11-10T16:00:00Z,2,0,28,62,0,0,0,1,0,0,0,0,0,0,0,0.000000,74,-63,8205,206,269
2256,367,231,14,1,True,2024-11-23T16:00:00Z,2,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0.000000,74,-35,8166,252,287
2257,367,239,13,5,False,2024-12-01T16:00:00Z,2,1,30,31,1,0,0,1,0,0,0,0,0,0,0,0.000000,74,-259,7784,107,366
2258,375,6,2,1,True,2024-04-01T15:00:00Z,2,4,1,90,0,0,0,4,0,0,0,0,4,0,0,0.000000,45,0,3908,0,0
2259,375,21,5,2,True,2024-04-14T15:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,2,0,0,0.000000,45,-105,3816,21,126
2260,375,29,7,4,False,2024-04-21T15:00:00Z,1,0,4,90,0,0,0,1,0,0,0,0,8,0,0,0.000000,45,67,3899,259,192
2261,375,40,13,0,True,2024-04-28T15:00:00Z,0,3,5,90,0,0,0,3,0,0,1,0,2,0,0,0.000000,45,-3,3899,82,85
2262,375,49,16,1,False,2024-05-05T17:15:00Z,2,1,6,90,0,0,0,2,0,0,1,0,4,0,0,0.000000,45,-148,3746,25,173
2263,375,56,10,6,True,2024-05-12T15:00:00Z,4,0,7,90,0,0,1,0,0,0,0,0,1,0,0,0.000000,45,-72,3680,39,111
2264,375,58,1,1,False,2024-05-16T16:00:00Z,4,0,8,90,0,0,0,4,0,0,0,0,3,0,0,0.000000,44,15,3702,87,72
2265,375,73,11,1,True,2024-05-20T17:15:00Z,3,2,9,90,0,0,0,2,0,0,0,0,2,0,0,0.000000,44,50,3749,120,70
2266,375,75,3,6,False,2024-05-25T16:00:00Z,0,0,10,90,0,0,1,0,0,0,0,0,1,0,0,0.000000,44,69,4258,117,48
2267,375,83,3,6,True,2024-05-29T17:00:00Z,3,0,10,90,0,0,1,0,0,0,0,0,1,0,0,0.000000,44,69,4258,117,48
2268,375,91,8,1,True,2024-06-02T15:00:00Z,1,2,11,90,0,0,0,2,0,0,0,0,0,0,0,0.000000,44,119,3955,160,41
2269,375,98,9,2,True,2024-06-28T19:15:00Z,0,2,12,90,0,0,0,2,0,0,0,0,5,0,0,0.000000,44,951,4956,998,47
2270,375,100,12,12,False,2024-07-03T17:00:00Z,1,2,12,90,0,0,0,1,1,0,0,0,6,3,0,0.000000,44,951,4956,998,47
2271,375,102,4,7,False,2024-07-07T15:00:00Z,0,0,13,90,0,0,1,0,0,0,0,0,2,1,0,0.000000,45,8,4923,45,37
2272,375,116,6,1,True,2024-07-13T20:00:00Z,1,2,14,17,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,96,5037,120,24
2273,375,119,14,0,False,2024-07-21T12:30:00Z,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-593,4325,8,601
2274,375,130,7,0,True,2024-07-28T15:00:00Z,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,45,-509,3913,5,514
2275,375,136,11,4,False,2024-08-04T17:15:00Z,1,0,17,90,0,0,0,1,0,0,0,0,6,0,0,0.000000,45,-87,3843,12,99
2276,375,148,6,10,False,2024-08-18T15:00:00Z,0,1,19,90,0,0,1,0,0,0,0,0,3,3,0,0.000000,45,-62,3671,20,82
2277,375,156,8,6,False,2024-08-25T12:30:00Z,0,1,20,90,0,0,1,0,0,0,0,0,2,0,0,0.000000,45,-56,3686,41,97
2278,375,168,16,2,True,2024-09-01T15:00:00Z,2,2,21,90,0,0,0,2,0,0,0,0,4,0,0,0.000000,45,-62,3634,76,138
2279,375,173,10,3,False,2024-09-15T12:30:00Z,1,0,22,90,0,0,0,1,0,0,0,0,4,0,0,0.000000,45,-53,3434,65,118
2280,375,184,12,7,True,2024-09-22T15:00:00Z,3,0,23,90,0,0,1,0,0,0,0,0,4,0,0,0.000000,45,-87,3521,50,137
2281,375,188,9,1,False,2024-09-28T12:00:00Z,5,3,24,90,0,0,0,5,0,0,0,0,3,0,0,0.000000,45,-51,3452,4,55
2282,375,199,1,6,True,2024-10-19T16:00:00Z,0,0,25,90,0,0,1,0,0,0,0,0,1,0,0,0.000000,45,-47,3401,2,49
2283,375,202,2,-1,False,2024-10-27T18:15:00Z,4,0,26,90,0,0,0,4,0,0,0,0,3,0,1,0.000000,45,-11,3394,7,18
2284,375,215,4,2,True,2024-11-03T16:00:00Z,3,3,27,90,0,0,0,3,0,0,0,0,3,0,0,0.000000,45,3,3406,19,16
2285,375,220,5,1,False,2024-11-10T16:00:00Z,2,0,28,90,0,0,0,2,0,0,0,0,2,0,0,0.000000,45,-16,3380,10,26
2286,375,231,14,8,True,2024-11-23T16:00:00Z,2,0,29,90,0,0,1,0,0,0,0,0,3,1,0,0.000000,45,-5,3399,19,24
2287,375,239,13,1,False,2024-12-01T16:00:00Z,2,1,30,90,0,0,0,2,0,0,1,0,3,0,0,0.000000,45,9,3375,25,16
2288,27,2,3,1,False,2024-04-01T12:30:00Z,0,2,1,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,100,0,897,0,0
2289,27,9,16,2,True,2024-04-06T16:00:00Z,1,0,2,75,0,0,1,0,0,0,1,0,0,0,0,0.000000,100,-78,910,25,103
2290,27,22,8,10,False,2024-04-14T17:15:00Z,0,5,3,90,1,1,1,0,0,0,1,0,0,0,0,0.000000,100,-89,832,10,99
2291,27,33,9,1,True,2024-04-21T17:15:00Z,1,1,4,58,0,0,0,1,0,0,0,0,0,0,0,0.000000,99,407,1254,607,200
2292,27,34,11,1,False,2024-04-27T16:00:00Z,1,3,5,76,0,0,0,1,0,0,1,0,0,0,0,0.000000,99,-75,1179,69,144
2293,27,43,14,11,True,2024-05-05T15:00:00Z,1,0,6,90,1,0,1,0,0,0,0,0,0,3,0,0.000000,99,-150,1033,27,177
2294,27,51,7,0,False,2024-05-12T12:30:00Z,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,99,215,1258,255,40
2295,27,58,15,6,True,2024-05-16T16:00:00Z,4,0,8,76,0,1,1,0,0,0,0,0,0,0,0,0.000000,99,-76,1181,53,129
2296,27,66,4,1,False,2024-05-20T15:00:00Z,1,0,9,45,0,0,0,0,0,0,0,0,0,0,0,0.000000,99,-214,968,24,238
